Assay_Type	AvgSpotLen	BioSample	DATASTORE_filetype	Experiment	Instrument	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	cultivar	ecotype	geo_loc_name	sample_ID	sample_description	subgroup	BioProject	BioSampleModel	Consent	DATASTORE_provider	InsertSize	LibraryLayout	LibrarySource	Platform	ReleaseDate	SRA_Study	dev_stage	isolate	tissue
AMPLICON	500	SAMN06564643	sra unknown_contigs	SRX2646098	Illumina MiSeq	PCR	MatLo_AT	2017-03-16	15	7	Solanum tuberosum	SRR5349679	SRS2051439	MatLo_AT	NA	PI 230512	Peru: Chachapoyas, Amazonas area, Peru	PI 230512	MatLo_AT; S. tuberosum, 230512, 4 week old plants, Immature Leaves	Stenotomum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564641	sra unknown_contigs	SRX2646100	Illumina MiSeq	PCR	MatLo_AR	2017-03-16	10	5	Solanum tuberosum	SRR5349681	SRS2051441	MatLo_AR	NA	PI 214421	Peru: Huanuco, Huanuco area, Peru	PI 214421	MatLo_AR; S. tuberosum, 214421, 4 week old plants, Immature Leaves	Andigena	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564640	sra unknown_contigs	SRX2646101	Illumina MiSeq	PCR	MatLo_AQ	2017-03-16	9	5	Solanum candolleanum	SRR5349682	SRS2051442	MatLo_AQ	NA	PI 210044	Peru: Huancayo, Junin area, Peru	PI 210044	MatLo_AQ; S. candolleanum, 210044, 4 week old plants, Immature Leaves	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564639	sra unknown_contigs	SRX2646102	Illumina MiSeq	PCR	MatLo_AP	2017-03-16	6	3	Solanum tuberosum	SRR5349683	SRS2051443	MatLo_AP	NA	PI 195204	Peru: Paucartambo, Cusco area, Peru	PI 195204	MatLo_AP; S. tuberosum, 195204, 4 week old plants, Immature Leaves	Stenotomum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564638	sra unknown_contigs	SRX2646103	Illumina MiSeq	PCR	MatLo_AO	2017-03-16	8	4	Solanum tuberosum	SRR5349684	SRS2051444	MatLo_AO	NA	PI 195191	Ecuador: Puellaro, Pichincha area, Ecuador	PI 195191	MatLo_AO; S. tuberosum, 195191, 4 week old plants, Immature Leaves	Stenotomum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564637	sra unknown_contigs	SRX2646104	Illumina MiSeq	PCR	MatLo_AN	2017-03-16	9	4	Solanum tuberosum	SRR5349685	SRS2051445	MatLo_AN	Norland	no	USA: breeding program (in vitro clone)	Norland	MatLo_AN; S. tuberosum, Norland, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564636	sra unknown_contigs	SRX2646105	Illumina MiSeq	PCR	MatLo_AM	2017-03-16	9	5	Solanum tuberosum	SRR5349686	SRS2051446	MatLo_AM	Mountain Rose	no	USA: breeding program (in vitro clone)	Mountain Rose	MatLo_AM; S. tuberosum, Mountain Rose, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564635	sra unknown_contigs	SRX2646106	Illumina MiSeq	PCR	MatLo_AL	2017-03-16	8	4	Solanum tuberosum	SRR5349687	SRS2051447	MatLo_AL	Missaukee	no	USA: breeding program (in vitro clone)	Missaukee	MatLo_AL; S. tuberosum, Missaukee, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564631	sra unknown_contigs	SRX2646110	Illumina MiSeq	PCR	MatLo_AH	2017-03-16	11	5	Solanum tuberosum	SRR5349691	SRS2051451	MatLo_AH	Irish Cobbler	no	USA: breeding program (in vitro clone)	Irish Cobbler	MatLo_AH; S. tuberosum, Irish Cobbler, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564624	sra unknown_contigs	SRX2646117	Illumina MiSeq	PCR	MatLo_AA	2017-03-16	8	4	Solanum tuberosum	SRR5349698	SRS2051458	MatLo_AA	Atlantic	no	USA: breeding program (in vitro clone)	Atlantic	MatLo_AA; S. tuberosum, Atlantic, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564642	sra unknown_contigs	SRX2646099	Illumina MiSeq	PCR	MatLo_AS	2017-03-16	9	4	Solanum tuberosum	SRR5349680	SRS2051440	MatLo_AS	NA	PI 225710	Colombia: Munchique, Cauca area, Colombia	PI 225710	MatLo_AS; S. tuberosum, 225710, 4 week old plants, Immature Leaves	Phureja	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564634	sra unknown_contigs	SRX2646107	Illumina MiSeq	PCR	MatLo_AK	2017-03-16	8	4	Solanum tuberosum	SRR5349688	SRS2051448	MatLo_AK	Kennebec	no	USA: breeding program (in vitro clone)	Kennebec	MatLo_AK; S. tuberosum, Kennebec, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564633	sra unknown_contigs	SRX2646108	Illumina MiSeq	PCR	MatLo_AJ	2017-03-16	11	6	Solanum tuberosum	SRR5349689	SRS2051449	MatLo_AJ	Katahdin	no	USA: breeding program (in vitro clone)	Katahdin	MatLo_AJ; S. tuberosum, Katahdin, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564632	sra unknown_contigs	SRX2646109	Illumina MiSeq	PCR	MatLo_AI	2017-03-16	5	3	Solanum tuberosum	SRR5349690	SRS2051450	MatLo_AI	Kalkaska	no	USA: breeding program (in vitro clone)	Kalkaska	MatLo_AI; S. tuberosum, Kalkaska, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564630	sra unknown_contigs	SRX2646111	Illumina MiSeq	PCR	MatLo_AG	2017-03-16	7	4	Solanum lycopersicum	SRR5349692	SRS2051452	MatLo_AG	Heinz 1706 Tomato	no	USA: breeding program (in vitro clone)	Heinz 1706 Tomato	MatLo_AG; S. lycopersicum, Heinz 1706 Tomato, 4 week old plants, Immature Leaves	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564629	sra unknown_contigs	SRX2646112	Illumina MiSeq	PCR	MatLo_AF	2017-03-16	9	4	Solanum tuberosum	SRR5349693	SRS2051453	MatLo_AF	DM	no	USA: breeding program (in vitro clone)	DM	MatLo_AF; S. tuberosum, DM, 4 week old plants, Immature Leaves	Phureja	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564628	sra unknown_contigs	SRX2646113	Illumina MiSeq	PCR	MatLo_AE	2017-03-16	6	3	Solanum tuberosum	SRR5349694	SRS2051454	MatLo_AE	Garnet Chili	no	USA: breeding program (in vitro clone)	Garnet Chili	MatLo_AE; S. tuberosum, Garnet Chili, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564627	sra unknown_contigs	SRX2646114	Illumina MiSeq	PCR	MatLo_AD	2017-03-16	5	2	Solanum tuberosum	SRR5349695	SRS2051455	MatLo_AD	Early Rose	no	USA: breeding program (in vitro clone)	Early Rose	MatLo_AD; S. tuberosum, Early Rose, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564626	sra unknown_contigs	SRX2646115	Illumina MiSeq	PCR	MatLo_AC	2017-03-16	6	3	Solanum tuberosum	SRR5349696	SRS2051456	MatLo_AC	Dakota Diamond	no	USA: breeding program (in vitro clone)	Dakota Diamond	MatLo_AC; S. tuberosum, Dakota Diamond, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564625	sra unknown_contigs	SRX2646116	Illumina MiSeq	PCR	MatLo_AB	2017-03-16	6	3	Solanum tuberosum	SRR5349697	SRS2051457	MatLo_AB	Burbank	no	USA: breeding program (in vitro clone)	Burbank	MatLo_AB; S. tuberosum, Burbank, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
